source_event_id,case_id,activity,from_ts,to_ts,resource,depot,area,equipment_id,equipment_type,cost_amount,priority
EVT-0002886,WO-2026-00338,Fault Reported,2026-01-09 20:19:00,2026-01-09 22:35:00,T-102,North Depot,C-Field,EQ-1164,Compressor,868.73,Medium
EVT-0002887,WO-2026-00338,Triaged,2026-01-09 22:22:00,2026-01-10 00:40:00,T-102,North Depot,C-Field,EQ-1164,Compressor,759.32,Medium
EVT-0002888,WO-2026-00338,Parts Ordered,2026-01-10 22:22:00,2026-01-10 22:57:00,T-102,North Depot,C-Field,EQ-1164,Compressor,173.54,High
EVT-0002889,WO-2026-00338,Parts Received,2026-01-11 00:39:00,2026-01-11 03:04:00,T-102,North Depot,C-Field,EQ-1164,Compressor,721.48,
EVT-0002890,WO-2026-00338,Repair Started,2026-01-11 03:39:00,2026-01-11 04:21:00,T-102,North Depot,C-Field,EQ-1164,Compressor,1739.45,Medium
EVT-0002891,WO-2026-00338,Repair Completed,2026-01-11 08:39:00,2026-01-11 10:52:00,T-102,North Depot,C-Field,EQ-1164,Compressor,2336.46,
EVT-0002892,WO-2026-00338,Tested,2026-01-11 09:57:00,2026-01-11 10:51:00,T-102,North Depot,C-Field,EQ-1164,Compressor,2256.62,High
EVT-0002893,WO-2026-00338,Returned to Service,2026-01-11 13:03:00,2026-01-11 15:17:00,T-102,North Depot,C-Field,EQ-1164,Compressor,2092.90,Low
EVT-0002894,WO-2026-00339,Fault Reported,2026-03-26 14:18:00,2026-03-26 16:05:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,1510.39,
EVT-0002895,WO-2026-00339,Triaged,2026-03-26 17:01:00,2026-03-26 19:26:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,624.53,High
EVT-0002896,WO-2026-00339,Parts Ordered,2026-03-30 09:01:00,2026-03-30 10:31:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,377.00,
EVT-0002897,WO-2026-00339,Parts Received,2026-03-30 12:27:00,2026-03-30 15:12:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,,Low
EVT-0002898,WO-2026-00339,Parts Ordered,2026-04-02 13:27:00,2026-04-02 15:12:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,501.51,High
EVT-0002899,WO-2026-00339,Parts Received,2026-04-02 16:38:00,2026-04-02 19:21:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,1298.68,Low
EVT-0002900,WO-2026-00339,Repair Started,2026-04-02 19:38:00,2026-04-02 21:56:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,618.98,
EVT-0002901,WO-2026-00339,Repair Completed,2026-04-03 06:38:00,2026-04-03 07:10:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,1810.62,Low
EVT-0002902,WO-2026-00339,Tested,2026-04-03 09:14:00,2026-04-03 11:31:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,1238.15,Medium
EVT-0002903,WO-2026-00339,Returned to Service,2026-04-03 11:07:00,2026-04-03 12:08:00,T-102,North Depot,S-Field,EQ-1518,Conveyor,1214.40,
,WO-2026-00340,Fault Reported,2026-03-22 11:02:00,2026-03-22 11:19:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,963.64,Medium
,WO-2026-00340,Triaged,2026-03-22 12:48:00,2026-03-22 15:34:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,2178.42,Medium
,WO-2026-00340,Parts Ordered,2026-03-22 12:48:00,2026-03-22 13:31:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,2499.98,Low
,WO-2026-00340,Parts Received,2026-03-22 15:46:00,2026-03-22 16:08:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,1559.73,Medium
,WO-2026-00340,Repair Started,2026-03-23 02:46:00,2026-03-23 03:17:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,1533.16,Medium
,WO-2026-00340,Repair Completed,2026-03-23 05:46:00,2026-03-23 07:59:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,2121.58,Low
,WO-2026-00340,Tested,2026-03-23 07:01:00,2026-03-23 07:55:00,T-302,South Depot,S-Field,EQ-1160,Conveyor,1962.53,
EVT-0002911,WO-2026-00340,Returned to Service,2026-03-23 09:34:00,2026-03-23 10:06:00,T-101,North Depot,S-Field,EQ-1160,Conveyor,,
,WO-2026-00341,Fault Reported,2026-01-30 14:15:00,2026-01-30 16:06:00,T-302,South Depot,S-Bay-1,EQ-1064,Compressor,1446.16,Low
EVT-0002913,WO-2026-00341,Triaged,2026-01-30 17:18:00,2026-01-30 18:58:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,1793.25,Low
EVT-0002914,WO-2026-00341,Parts Ordered,2026-02-03 05:18:00,2026-02-03 07:09:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,,Medium
EVT-0002915,WO-2026-00341,Parts Received,2026-02-03 09:15:00,2026-02-03 12:03:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,496.41,Low
EVT-0002916,WO-2026-00341,Parts Ordered,2026-02-06 10:15:00,2026-02-06 12:07:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,747.13,
EVT-0002917,WO-2026-00341,Parts Received,2026-02-06 12:02:00,2026-02-06 13:39:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,1120.60,
EVT-0002918,WO-2026-00341,Repair Started,2026-02-06 23:02:00,2026-02-07 01:08:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,476.19,Low
EVT-0002919,WO-2026-00341,Repair Completed,2026-02-07 06:02:00,2026-02-07 06:43:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,906.76,High
EVT-0002920,WO-2026-00341,Tested,2026-02-07 08:14:00,2026-02-07 09:39:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,586.43,Medium
EVT-0002921,WO-2026-00341,Returned to Service,2026-02-07 11:49:00,2026-02-07 13:22:00,T-202,Central Depot,S-Bay-1,EQ-1064,Compressor,1191.52,
EVT-0002922,WO-2026-00342,Fault Reported,2026-02-26 09:07:00,2026-02-26 11:21:00,T-102,North Depot,S-Field,EQ-1300,Compressor,509.52,
EVT-0002923,WO-2026-00342,Triaged,2026-02-26 10:34:00,2026-02-26 12:00:00,T-102,North Depot,S-Field,EQ-1300,Compressor,,Medium
EVT-0002924,WO-2026-00342,Parts Ordered,2026-03-01 12:34:00,2026-03-01 13:00:00,T-102,North Depot,S-Field,EQ-1300,Compressor,779.57,Low
EVT-0002925,WO-2026-00342,Parts Received,2026-03-01 15:35:00,2026-03-01 15:44:00,T-102,North Depot,S-Field,EQ-1300,Compressor,256.67,Medium
EVT-0002926,WO-2026-00342,Repair Started,2026-03-01 20:35:00,2026-03-01 22:37:00,T-102,North Depot,S-Field,EQ-1300,Compressor,1125.93,High
EVT-0002927,WO-2026-00342,Repair Completed,2026-03-02 03:35:00,2026-03-02 03:51:00,T-102,North Depot,S-Field,EQ-1300,Compressor,903.31,
EVT-0002928,WO-2026-00342,Tested,2026-03-02 07:22:00,2026-03-02 07:52:00,T-102,North Depot,S-Field,EQ-1300,Compressor,1533.86,
EVT-0002929,WO-2026-00342,Returned to Service,2026-03-02 09:17:00,2026-03-02 12:00:00,T-102,North Depot,S-Field,EQ-1300,Compressor,1339.94,Medium
EVT-0002930,WO-2026-00343,Fault Reported,2026-02-14 00:27:00,2026-02-14 02:56:00,T-101,North Depot,S-Field,EQ-1293,Pump,951.70,
EVT-0002931,WO-2026-00343,Triaged,2026-02-14 03:20:00,2026-02-14 04:19:00,T-101,North Depot,S-Field,EQ-1293,Pump,1161.58,
EVT-0002932,WO-2026-00343,Repair Started,2026-02-14 12:20:00,2026-02-14 13:11:00,T-101,North Depot,S-Field,EQ-1293,Pump,,Low
EVT-0002933,WO-2026-00343,Repair Completed,2026-02-14 23:20:00,2026-02-14 23:27:00,T-201,Central Depot,S-Field,EQ-1293,Pump,1949.70,
EVT-0002934,WO-2026-00343,Tested,2026-02-15 01:28:00,2026-02-15 02:17:00,T-201,Central Depot,S-Field,EQ-1293,Pump,894.38,Low
EVT-0002935,WO-2026-00343,Returned to Service,2026-02-15 03:49:00,2026-02-15 04:11:00,T-201,Central Depot,S-Field,EQ-1293,Pump,2124.89,
EVT-0002936,WO-2026-00344,Fault Reported,2026-01-22 16:46:00,2026-01-22 18:30:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,1620.32,Medium
EVT-0002937,WO-2026-00344,Triaged,2026-01-22 20:18:00,2026-01-22 22:00:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,2209.70,
EVT-0002938,WO-2026-00344,Parts Ordered,2026-01-25 12:18:00,2026-01-25 13:11:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,2270.70,High
EVT-0002939,WO-2026-00344,Parts Received,2026-01-25 14:28:00,2026-01-25 17:16:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,825.89,Medium
EVT-0002940,WO-2026-00344,Repair Started,2026-01-25 17:28:00,2026-01-25 20:12:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,2590.32,
EVT-0002941,WO-2026-00344,Repair Completed,2026-01-25 18:28:00,2026-01-25 18:42:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,867.92,Low
EVT-0002942,WO-2026-00344,Tested,2026-01-25 20:44:00,2026-01-25 22:40:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,484.19,Low
EVT-0002943,WO-2026-00344,Returned to Service,2026-01-25 23:56:00,2026-01-26 02:07:00,T-102,North Depot,C-Field,EQ-1135,Valve Assembly,2141.69,
EVT-0002944,WO-2026-00345,Fault Reported,2026-05-04 23:01:00,2026-05-05 00:38:00,T-101,North Depot,S-Field,EQ-1365,Pump,385.18,Medium
EVT-0002945,WO-2026-00345,Triaged,2026-05-05 01:49:00,2026-05-05 02:48:00,T-101,North Depot,S-Field,EQ-1365,Pump,1957.49,Low
EVT-0002946,WO-2026-00345,Parts Ordered,2026-05-07 23:49:00,2026-05-08 02:37:00,T-101,North Depot,S-Field,EQ-1365,Pump,261.16,Low
EVT-0002947,WO-2026-00345,Parts Received,2026-05-08 00:18:00,2026-05-08 00:57:00,T-101,North Depot,S-Field,EQ-1365,Pump,1778.71,High
EVT-0002948,WO-2026-00345,Repair Started,2026-05-08 12:18:00,2026-05-08 13:42:00,T-101,North Depot,S-Field,EQ-1365,Pump,,Medium
EVT-0002949,WO-2026-00345,Repair Completed,2026-05-08 21:18:00,2026-05-08 22:13:00,T-101,North Depot,S-Field,EQ-1365,Pump,630.81,High
EVT-0002950,WO-2026-00345,Tested,2026-05-09 00:54:00,2026-05-09 03:00:00,T-101,North Depot,S-Field,EQ-1365,Pump,,Medium
,WO-2026-00345,Returned to Service,2026-05-09 03:02:00,2026-05-09 04:50:00,T-202,South Depot,S-Field,EQ-1365,Pump,913.19,High
,WO-2026-00346,Fault Reported,2026-04-05 16:14:00,2026-04-05 18:35:00,T-202,South Depot,S-Bay-1,EQ-1805,Generator,963.89,
,WO-2026-00346,Triaged,2026-04-05 17:31:00,2026-04-05 19:56:00,T-202,South Depot,S-Bay-1,EQ-1805,Generator,,Low
,WO-2026-00346,Parts Ordered,2026-04-09 12:31:00,2026-04-09 14:05:00,T-202,South Depot,S-Bay-1,EQ-1805,Generator,,
,WO-2026-00346,Parts Received,2026-04-09 15:15:00,2026-04-09 17:05:00,T-202,South Depot,S-Bay-1,EQ-1805,Generator,890.97,
,WO-2026-00346,Parts Ordered,2026-04-12 23:15:00,2026-04-13 00:19:00,T-202,South Depot,S-Bay-1,EQ-1805,Generator,806.64,High
,WO-2026-00346,Parts Received,2026-04-13 01:54:00,2026-04-13 03:25:00,T-301,South Depot,S-Bay-1,EQ-1805,Generator,751.33,High
EVT-0002958,WO-2026-00346,Repair Started,2026-04-13 08:54:00,2026-04-13 11:39:00,T-302,Central Depot,S-Bay-1,EQ-1805,Generator,1241.02,Low
EVT-0002959,WO-2026-00346,Repair Completed,2026-04-13 15:54:00,2026-04-13 16:09:00,T-302,Central Depot,S-Bay-1,EQ-1805,Generator,155.40,Medium
EVT-0002960,WO-2026-00346,Tested,2026-04-13 18:28:00,2026-04-13 19:10:00,T-302,Central Depot,S-Bay-1,EQ-1805,Generator,961.09,Medium
EVT-0002961,WO-2026-00346,Returned to Service,2026-04-13 22:24:00,2026-04-14 00:10:00,T-302,Central Depot,S-Bay-1,EQ-1805,Generator,2513.75,High
EVT-0002962,WO-2026-00347,Fault Reported,2026-05-21 20:17:00,2026-05-21 21:42:00,T-302,Central Depot,N-Bay-1,EQ-1916,Conveyor,,Low
EVT-0002963,WO-2026-00347,Triaged,2026-05-21 20:47:00,2026-05-21 23:46:00,T-302,Central Depot,N-Bay-1,EQ-1916,Conveyor,743.63,High
EVT-0002964,WO-2026-00347,Parts Ordered,2026-05-24 18:47:00,2026-05-24 19:00:00,T-302,Central Depot,N-Bay-1,EQ-1916,Conveyor,2231.85,Low
EVT-0002965,WO-2026-00347,Parts Received,2026-05-24 21:26:00,2026-05-24 22:16:00,T-302,Central Depot,N-Bay-1,EQ-1916,Conveyor,232.56,Low
EVT-0002966,WO-2026-00347,Repair Started,2026-05-25 04:26:00,2026-05-25 06:58:00,T-302,Central Depot,N-Bay-1,EQ-1916,Conveyor,1940.24,Medium
EVT-0002967,WO-2026-00347,Repair Completed,2026-05-25 09:26:00,2026-05-25 09:33:00,T-101,North Depot,N-Bay-1,EQ-1916,Conveyor,227.79,Medium
EVT-0002968,WO-2026-00347,Tested,2026-05-25 13:14:00,2026-05-25 15:03:00,T-102,North Depot,N-Bay-1,EQ-1916,Conveyor,,Low
EVT-0002969,WO-2026-00347,Returned to Service,2026-05-25 15:38:00,2026-05-25 15:48:00,T-102,North Depot,N-Bay-1,EQ-1916,Conveyor,261.85,High
EVT-0002970,WO-2026-00348,Fault Reported,2026-04-23 04:55:00,2026-04-23 07:13:00,T-201,Central Depot,N-Field,EQ-1904,Pump,2419.81,Medium
EVT-0002971,WO-2026-00348,Triaged,2026-04-23 05:38:00,2026-04-23 08:01:00,T-201,Central Depot,N-Field,EQ-1904,Pump,686.15,Medium
EVT-0002972,WO-2026-00348,Escalated to Specialist,2026-04-23 09:30:00,2026-04-23 11:15:00,T-201,Central Depot,N-Field,EQ-1904,Pump,1293.72,Low
EVT-0002973,WO-2026-00348,Parts Ordered,2026-04-26 07:30:00,2026-04-26 08:05:00,T-101,North Depot,N-Field,EQ-1904,Pump,874.50,Low
EVT-0002974,WO-2026-00348,Parts Received,2026-04-26 07:38:00,2026-04-26 08:32:00,T-102,North Depot,N-Field,EQ-1904,Pump,832.32,High
EVT-0002975,WO-2026-00348,Repair Started,2026-04-26 19:38:00,2026-04-26 20:18:00,T-102,North Depot,N-Field,EQ-1904,Pump,769.92,High
EVT-0002976,WO-2026-00348,Repair Completed,2026-04-27 05:38:00,2026-04-27 06:45:00,T-102,North Depot,N-Field,EQ-1904,Pump,2206.93,Low
EVT-0002977,WO-2026-00348,Tested,2026-04-27 05:51:00,2026-04-27 07:49:00,T-101,North Depot,N-Field,EQ-1904,Pump,,
EVT-0002978,WO-2026-00348,Returned to Service,2026-04-27 08:13:00,2026-04-27 10:03:00,T-101,North Depot,N-Field,EQ-1904,Pump,766.80,
EVT-0002979,WO-2026-00349,Fault Reported,2026-02-25 17:27:00,2026-02-25 19:39:00,T-102,North Depot,N-Field,EQ-1981,Generator,,Low
EVT-0002980,WO-2026-00349,Triaged,2026-02-25 18:26:00,2026-02-25 18:50:00,T-102,North Depot,N-Field,EQ-1981,Generator,984.46,High
EVT-0002981,WO-2026-00349,Parts Ordered,2026-02-27 06:26:00,2026-02-27 07:34:00,T-102,North Depot,N-Field,EQ-1981,Generator,1979.04,Low
,WO-2026-00349,Parts Received,2026-02-27 09:53:00,2026-02-27 10:23:00,T-301,South Depot,N-Field,EQ-1981,Generator,1988.04,
,WO-2026-00349,Repair Started,2026-02-27 15:53:00,2026-02-27 17:03:00,T-301,South Depot,N-Field,EQ-1981,Generator,2558.02,
,WO-2026-00349,Repair Completed,2026-02-27 21:53:00,2026-02-27 22:10:00,T-301,South Depot,N-Field,EQ-1981,Generator,1495.41,Low
,WO-2026-00349,Tested,2026-02-27 23:47:00,2026-02-28 01:57:00,T-302,South Depot,N-Field,EQ-1981,Generator,1004.67,Medium
EVT-0002986,WO-2026-00349,Returned to Service,2026-02-28 02:43:00,2026-02-28 05:15:00,T-201,Central Depot,N-Field,EQ-1981,Generator,1335.74,Medium
EVT-0002987,WO-2026-00350,Fault Reported,2026-02-20 11:59:00,2026-02-20 14:54:00,T-102,North Depot,S-Field,EQ-1009,Compressor,1773.66,Medium
EVT-0002988,WO-2026-00350,Triaged,2026-02-20 14:37:00,2026-02-20 15:24:00,T-102,North Depot,S-Field,EQ-1009,Compressor,1904.29,
EVT-0002989,WO-2026-00350,Parts Ordered,2026-02-23 19:37:00,2026-02-23 21:51:00,T-102,North Depot,S-Field,EQ-1009,Compressor,2146.12,
EVT-0002990,WO-2026-00350,Parts Received,2026-02-23 21:39:00,2026-02-24 00:32:00,T-102,North Depot,S-Field,EQ-1009,Compressor,817.90,
EVT-0002991,WO-2026-00350,Repair Started,2026-02-24 07:39:00,2026-02-24 08:05:00,T-102,North Depot,S-Field,EQ-1009,Compressor,1526.20,Medium
EVT-0002992,WO-2026-00350,Repair Completed,2026-02-24 19:39:00,2026-02-24 22:28:00,T-102,North Depot,S-Field,EQ-1009,Compressor,419.83,High
EVT-0002993,WO-2026-00350,Tested,2026-02-24 19:53:00,2026-02-24 20:47:00,T-102,North Depot,S-Field,EQ-1009,Compressor,1212.06,Medium
EVT-0002994,WO-2026-00350,Returned to Service,2026-02-24 23:46:00,2026-02-25 00:51:00,T-102,North Depot,S-Field,EQ-1009,Compressor,707.49,
EVT-0002995,WO-2026-00351,Fault Reported,2026-05-20 04:14:00,2026-05-20 06:12:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,2273.98,High
EVT-0002996,WO-2026-00351,Triaged,2026-05-20 06:05:00,2026-05-20 06:41:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,,Low
EVT-0002997,WO-2026-00351,Triaged,2026-05-20 08:30:00,2026-05-20 11:23:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,,
EVT-0002998,WO-2026-00351,Parts Ordered,2026-05-22 20:30:00,2026-05-22 23:29:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,2232.46,Low
EVT-0002999,WO-2026-00351,Parts Received,2026-05-22 21:13:00,2026-05-22 23:24:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,,High
EVT-0003000,WO-2026-00351,Repair Started,2026-05-23 09:13:00,2026-05-23 11:43:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,,Low
EVT-0003001,WO-2026-00351,Repair Completed,2026-05-23 20:13:00,2026-05-23 21:59:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,656.43,Medium
EVT-0003002,WO-2026-00351,Tested,2026-05-23 22:30:00,2026-05-24 01:09:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,2177.27,High
EVT-0003003,WO-2026-00351,Returned to Service,2026-05-24 01:43:00,2026-05-24 03:20:00,T-102,North Depot,S-Field,EQ-1315,Valve Assembly,837.19,High
EVT-0003004,WO-2026-00352,Fault Reported,2026-05-07 15:31:00,2026-05-07 17:55:00,T-102,North Depot,S-Bay-1,EQ-1303,Compressor,2255.15,Low
EVT-0003005,WO-2026-00352,Triaged,2026-05-07 16:14:00,2026-05-07 17:55:00,T-102,North Depot,S-Bay-1,EQ-1303,Compressor,912.66,Low
EVT-0003006,WO-2026-00352,Parts Ordered,2026-05-10 06:14:00,2026-05-10 07:30:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,668.65,Low
EVT-0003007,WO-2026-00352,Parts Received,2026-05-10 08:37:00,2026-05-10 09:43:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,1011.70,Low
EVT-0003008,WO-2026-00352,Repair Started,2026-05-10 18:37:00,2026-05-10 18:58:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,1001.47,Low
EVT-0003009,WO-2026-00352,Repair Completed,2026-05-10 19:37:00,2026-05-10 20:47:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,479.97,
EVT-0003010,WO-2026-00352,Tested,2026-05-10 20:49:00,2026-05-10 23:14:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,958.06,Medium
EVT-0003011,WO-2026-00352,Returned to Service,2026-05-10 22:49:00,2026-05-11 01:33:00,T-101,North Depot,S-Bay-1,EQ-1303,Compressor,511.00,Low
,WO-2026-00353,Fault Reported,2026-02-03 13:59:00,2026-02-03 16:24:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,511.59,Low
,WO-2026-00353,Triaged,2026-02-03 16:05:00,2026-02-03 16:20:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,,High
,WO-2026-00353,Parts Ordered,2026-02-07 11:05:00,2026-02-07 12:59:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,1431.54,Low
,WO-2026-00353,Parts Received,2026-02-07 11:39:00,2026-02-07 12:15:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,851.84,High
,WO-2026-00353,Parts Ordered,2026-02-09 19:39:00,2026-02-09 20:08:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,1849.18,High
,WO-2026-00353,Parts Received,2026-02-09 22:04:00,2026-02-09 22:46:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,,High
,WO-2026-00353,Repair Started,2026-02-10 03:04:00,2026-02-10 04:52:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,65.79,
,WO-2026-00353,Repair Completed,2026-02-10 14:04:00,2026-02-10 16:34:00,T-301,South Depot,N-Bay-1,EQ-1013,Generator,,Medium
,WO-2026-00353,Tested,2026-02-10 17:43:00,2026-02-10 18:36:00,T-302,South Depot,N-Bay-1,EQ-1013,Generator,2424.11,
,WO-2026-00353,Returned to Service,2026-02-10 18:29:00,2026-02-10 19:43:00,T-302,South Depot,N-Bay-1,EQ-1013,Generator,2205.86,
EVT-0003022,WO-2026-00354,Fault Reported,2026-04-03 15:37:00,2026-04-03 16:19:00,T-102,North Depot,C-Field,EQ-1596,Pump,647.52,Low
EVT-0003023,WO-2026-00354,Triaged,2026-04-03 17:32:00,2026-04-03 20:17:00,T-102,North Depot,C-Field,EQ-1596,Pump,,
,WO-2026-00354,Parts Ordered,2026-04-05 21:32:00,2026-04-06 00:01:00,T-301,South Depot,C-Field,EQ-1596,Pump,,Medium
,WO-2026-00354,Parts Received,2026-04-05 23:37:00,2026-04-06 02:13:00,T-301,South Depot,C-Field,EQ-1596,Pump,,
,WO-2026-00354,Repair Started,2026-04-06 04:37:00,2026-04-06 04:43:00,T-301,South Depot,C-Field,EQ-1596,Pump,952.52,Medium
EVT-0003027,WO-2026-00354,Repair Completed,2026-04-06 10:37:00,2026-04-06 12:32:00,T-102,North Depot,C-Field,EQ-1596,Pump,1977.72,Low
EVT-0003028,WO-2026-00354,Tested,2026-04-06 13:46:00,2026-04-06 15:21:00,T-102,North Depot,C-Field,EQ-1596,Pump,129.31,High
EVT-0003029,WO-2026-00354,Returned to Service,2026-04-06 16:33:00,2026-04-06 17:50:00,T-102,North Depot,C-Field,EQ-1596,Pump,,
,WO-2026-00355,Fault Reported,2026-02-26 05:17:00,2026-02-26 06:56:00,T-302,South Depot,S-Field,EQ-1310,Compressor,1892.65,
,WO-2026-00355,Triaged,2026-02-26 07:23:00,2026-02-26 09:03:00,T-302,South Depot,S-Field,EQ-1310,Compressor,2341.79,
EVT-0003032,WO-2026-00355,Parts Ordered,2026-03-01 01:23:00,2026-03-01 01:49:00,T-101,North Depot,S-Field,EQ-1310,Compressor,1928.21,Medium
EVT-0003033,WO-2026-00355,Parts Received,2026-03-01 04:51:00,2026-03-01 05:29:00,T-201,Central Depot,S-Field,EQ-1310,Compressor,1242.84,High
EVT-0003034,WO-2026-00355,Repair Started,2026-03-01 07:51:00,2026-03-01 10:22:00,T-201,Central Depot,S-Field,EQ-1310,Compressor,2183.88,
,WO-2026-00355,Repair Completed,2026-03-01 11:51:00,2026-03-01 12:01:00,T-302,South Depot,S-Field,EQ-1310,Compressor,2305.91,High
,WO-2026-00355,Tested,2026-03-01 12:58:00,2026-03-01 15:19:00,T-302,South Depot,S-Field,EQ-1310,Compressor,1707.97,Medium
,WO-2026-00355,Returned to Service,2026-03-01 13:03:00,2026-03-01 15:35:00,T-302,South Depot,S-Field,EQ-1310,Compressor,1910.27,Low
,WO-2026-00356,Fault Reported,2026-02-21 11:00:00,2026-02-21 13:44:00,T-302,South Depot,S-Field,EQ-1337,Compressor,,
,WO-2026-00356,Triaged,2026-02-21 13:02:00,2026-02-21 15:44:00,T-302,South Depot,S-Field,EQ-1337,Compressor,801.30,
,WO-2026-00356,Parts Ordered,2026-02-23 20:02:00,2026-02-23 22:28:00,T-302,South Depot,S-Field,EQ-1337,Compressor,2440.04,High
,WO-2026-00356,Parts Received,2026-02-23 21:42:00,2026-02-23 23:01:00,T-302,South Depot,S-Field,EQ-1337,Compressor,2074.68,Medium
EVT-0003042,WO-2026-00356,Repair Started,2026-02-24 06:42:00,2026-02-24 07:39:00,T-102,North Depot,S-Field,EQ-1337,Compressor,1802.59,
EVT-0003043,WO-2026-00356,Repair Completed,2026-02-24 18:42:00,2026-02-24 21:12:00,T-202,Central Depot,S-Field,EQ-1337,Compressor,1315.92,Low
EVT-0003044,WO-2026-00356,Tested,2026-02-24 20:04:00,2026-02-24 22:26:00,T-202,Central Depot,S-Field,EQ-1337,Compressor,995.54,High
EVT-0003045,WO-2026-00356,Returned to Service,2026-02-24 21:44:00,2026-02-25 00:00:00,T-202,Central Depot,S-Field,EQ-1337,Compressor,1677.69,High
EVT-0003046,WO-2026-00357,Fault Reported,2026-03-30 23:20:00,2026-03-31 00:09:00,T-102,North Depot,C-Bay-2,EQ-1969,Pump,,High
EVT-0003047,WO-2026-00357,Triaged,2026-03-31 01:55:00,2026-03-31 02:46:00,T-102,North Depot,C-Bay-2,EQ-1969,Pump,520.71,Low
,WO-2026-00357,Parts Ordered,2026-03-31 01:55:00,2026-03-31 04:15:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,2064.93,
,WO-2026-00357,Parts Received,2026-03-31 02:32:00,2026-03-31 03:38:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,1010.43,High
,WO-2026-00357,Repair Started,2026-03-31 14:32:00,2026-03-31 15:07:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,,High
,WO-2026-00357,Repair Completed,2026-03-31 18:32:00,2026-03-31 19:47:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,379.91,
,WO-2026-00357,Tested,2026-03-31 20:02:00,2026-03-31 22:07:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,579.31,Medium
,WO-2026-00357,Returned to Service,2026-03-31 20:45:00,2026-03-31 22:33:00,T-202,South Depot,C-Bay-2,EQ-1969,Pump,2040.20,High
,WO-2026-00358,Fault Reported,2026-03-23 03:18:00,2026-03-23 06:14:00,T-202,South Depot,S-Field,EQ-1003,Conveyor,1805.84,
,WO-2026-00358,Triaged,2026-03-23 05:05:00,2026-03-23 08:02:00,T-202,South Depot,S-Field,EQ-1003,Conveyor,1446.06,
,WO-2026-00358,Parts Ordered,2026-03-26 23:05:00,2026-03-26 23:22:00,T-202,South Depot,S-Field,EQ-1003,Conveyor,171.94,High
,WO-2026-00358,Parts Received,2026-03-27 01:14:00,2026-03-27 03:56:00,T-202,South Depot,S-Field,EQ-1003,Conveyor,1535.16,Low
